13,194.18551063308732
38,171.6204397542685
41,154.81573882164986
74,185.72771620540306
76,18.376745234655484
97,169.33097910360428
115,141.60749338521842
107,114.75066315584458
173,206.7592806356583
157,58.34729069545571
175,157.71689819349277
188,142.60901963189855
218,123.00372074993136
232,75.56723912865934
256,56.001895044472334
269,180.57644297435138
271,100.32453592501125
1215,203.52666100847392
285,166.411879412904
282,140.29642967576692
295,97.78273697952372
320,122.81418269288882
335,213.2257386677324
331,74.73569664835216
375,46.58082520192503
384,130.2036323910602
405,207.98348007590346
401,63.06754177603331
409,191.72854014724425
416,80.45694565440405
422,147.8754577861931
435,202.39255930531448
431,104.83400295724749
460,200.26690388412436
459,212.05417018995888
450,136.46304441908762
465,141.95643676272175
467,97.6644636716708
500,216.96803559126704
501,112.20458702400597
519,212.87610236357412
534,150.82494455152099
567,14.173468731798696
577,121.59339186639198
578,572.1095007511638
605,82.92527015106502
622,116.4386303403279
634,193.24745047290887
651,111.64324299253707
699,132.8728499082861
725,84.85739884834538
1237,98.2130715165492
727,31.270495888310805
765,111.08517506105073
787,160.31397775940766
835,213.62679618107376
840,204.09079290901008
841,179.61088726625033
881,193.72516474569005
878,141.7281963787371
896,195.5412182131102
945,214.59273818120624
941,89.8207110426752
969,31.594627455541502
984,46.008872185947645
1001,201.81764991807114
999,67.91142208064595
1032,151.55979184159003
1058,77.56046751470781
1097,81.33319758621849
1112,134.18548092039163
1129,179.91439355276856
1130,203.60121427995477
1131,207.86010090779595
1149,207.25510810381382
1145,97.93865739429354
1165,202.63314292678587
1177,214.2480385589582
1179,77.05172051296385
1194,200.92333012850514
1202,180.66500173265214
