10,202,1152.8820221643032,2.868993043899536,0.7234750250505823, 8790815.533567937
16,44,293.73229173863183,0.013033151626586914,0.4548433209302324, 25682713.20155088
17,48,484.0334970463143,0.5809438228607178,0.7159065555555555, 614921.1683373982
18,62,331.4431365647067,0.7827630043029785,0.7161488780776516, 1108743.2184093108
20,30,434.6590896744022,0.00402522087097168,0.33398760000000005, 1349532.4732210208
22,38,136.86888783845882,0.783515453338623,0.6412271228070171, 640345.1271959875
23,33,276.6298010621661,12.610814094543457,0.6198687683174681, 3568438.012622487
24,22,419.6988303997995,1.4813032150268555,0.4056033303571428, 1295061.9083806446
25,33,302.0182126517767,0.020241737365722656,0.7705198549382712, 809889.9016698526
26,15,393.8724831318814,1.7866721153259277,0.0, 0.0
27,22,427.3611522461548,1.928767204284668,0.09468617142857144, 4512460.319053108
28,26,123.88885177342277,0.015201330184936523,0.7096893632683107, 401331.180892192
29,30,237.39032701023692,0.09499955177307129,0.8174564666666666, 145200.5927473061
30,31,390.05106681108043,9.143690824508667,0.2640896468253968, 4340317.54804663
31,21,418.96342101201463,0.05841231346130371,0.12091499999999998, 476956.04488931573
32,29,468.9948585662901,0.03484964370727539,0.7320720733997151, 399686.5764726394
33,22,342.83869639060003,1.1677048206329346,0.510389619047619, 2066912.023279683
